date,T2m,relative_humidity_2m,precipitation,mslp,sp,wind_speed_10m,wind_direction_10m,temperature_1000hPa,Z_1000hPa,wind_speed_1000hPa,wind_direction_1000hPa,T_850hPa,Z_850hPa,RH_850hPa,wind_speed_850hPa,wind_direction_850hPa,T_500hPa,Z_500hPa,RH_500hPa,wind_speed_500hPa,wind_direction_500hPa,Z_50hPa,T CW V,latitude,longitude,U10,V10,U_1000hPa,V_1000hPa,U_850hPa,V_850hPa,U_500hPa,V_500hPa
2024-11-30 14:00:00+00:00,3.25,84.0,0.0,1020.1,1016.8475,17.84816,221.72942,2.7,161.0,35.652725,226.63654,4.0,1474.0,0.0,60.33948,255.1346,-20.1,5606.0,91.0,71.61376,260.15894,20240.0,8.2,59.3293,18.0686,11.879976,13.320021,25.919981,24.480019,58.319984,15.480059,70.56001,12.239926
2024-11-30 15:00:00+00:00,3.2,80.0,0.0,1019.7,1016.4466,18.11841,220.97165,2.8,158.0,35.90086,226.2188,3.8,1471.0,6.0,61.56736,259.21576,-20.0,5599.0,91.0,74.034065,262.73685,20240.0,8.5,59.3293,18.0686,11.879977,13.680018,25.919958,24.840036,60.480007,11.519937,73.44001,9.359901
2024-11-30 16:00:00+00:00,3.4,76.0,0.0,1019.2,1016.0457,18.391737,220.23628,2.95,155.0,35.63818,224.9999,3.45,1468.0,32.0,62.827995,262.42715,-20.15,5594.0,73.0,72.03778,263.9761,20241.0,10.9,59.3293,18.0686,11.879981,14.040017,25.199947,25.200048,62.280018,8.279892,71.64001,7.5598803
2024-11-30 17:00:00+00:00,3.75,72.0,0.0,1018.8,1015.64484,18.668005,219.5226,3.15,152.0,34.882866,223.74562,3.0,1466.0,69.0,64.338356,264.8637,-20.5,5590.0,47.0,68.34787,264.55975,20244.0,14.4,59.3293,18.0686,11.879991,14.400008,24.12003,25.19997,64.08001,5.759914,68.04001,6.479896
2024-11-30 18:00:00+00:00,3.9,70.0,0.0,1018.4,1015.24396,18.947083,218.82983,3.25,149.0,34.63492,223.31535,2.75,1464.0,95.0,65.28022,266.52228,-20.7,5587.0,28.0,65.7727,264.976,20246.0,16.9,59.3293,18.0686,11.880001,14.759997,23.760017,25.199982,65.16,3.9599164,65.520004,5.7598977
2024-11-30 19:00:00+00:00,3.85,70.0,0.0,1018.2,1014.9433,19.174856,219.6678,3.2,147.0,34.62369,224.15756,2.8,1462.0,98.0,65.63956,266.54135,-20.75,5584.0,24.0,65.91441,263.729,20248.0,17.1,59.3293,18.0686,12.239988,14.760007,24.120037,24.839966,65.520004,3.959907,65.52001,7.199896
2024-11-30 20:00:00+00:00,3.7,71.0,0.0,1018.0,1014.74286,19.64228,221.2846,3.1,145.0,35.132755,225.83023,2.95,1461.0,89.0,64.9957,265.5527,-20.65,5582.0,28.0,67.61103,262.04257,20250.0,16.2,59.3293,18.0686,12.959972,14.760024,25.199965,24.480036,64.8,5.0399027,66.960014,9.359903
2024-11-30 21:00:00+00:00,3.6,72.0,0.0,1017.8,1014.54236,19.61587,222.7688,3.05,143.0,35.143818,226.66023,3.05,1460.0,83.0,63.948406,265.1561,-20.65,5580.0,32.0,69.70347,262.58145,20252.0,15.5,59.3293,18.0686,13.319989,14.400007,25.559978,24.12002,63.72001,5.3999047,69.12001,8.999867
2024-11-30 22:00:00+00:00,3.7,74.0,0.0,1017.5,1014.3419,19.107151,222.70937,3.15,141.0,34.38895,227.12111,3.0,1458.0,84.0,60.587044,266.59363,-20.65,5579.0,33.0,72.04408,267.9955,20253.0,15.4,59.3293,18.0686,12.959995,14.040005,25.200006,23.399992,60.48,3.599931,72.0,2.5199518
2024-11-30 23:00:00+00:00,3.9,76.0,0.0,1017.2,1014.04126,18.59845,222.64667,3.35,139.0,33.108257,226.76236,2.85,1457.0,88.0,56.530315,268.90533,-20.7,5578.0,34.0,75.877205,274.899,20253.0,15.5,59.3293,18.0686,12.59999,13.680006,24.119987,22.680012,56.519997,1.0799699,75.600006,-6.4798713
2024-12-01 00:00:00+00:00,4.1,79.0,0.0,1016.9,1013.7406,17.84816,221.72942,3.55,137.0,32.078403,225.90929,2.65,1455.0,91.0,55.084705,270.7489,-20.9,5576.0,37.0,79.8405,279.08,20252.0,15.7,59.3293,18.0686,11.879976,13.320021,23.039963,22.320038,55.08,-0.7199694,78.84002,-12.599861
2024-12-01 01:00:00+00:00,4.35,82.0,0.0,1016.5,1013.3397,17.148247,219.0355,3.8,134.0,31.060303,224.0609,2.15,1453.0,95.0,58.68441,270.70297,-21.3,5574.0,43.0,82.57902,278.2713,20250.0,16.3,59.3293,18.0686,10.799998,13.320002,21.600035,22.319965,58.679993,-0.7199828,81.72003,-11.879868
2024-12-01 02:00:00+00:00,4.55,85.0,0.0,1016.0,1012.8386,16.78156,215.39488,4.05,130.0,29.598919,221.05472,1.55,1451.0,99.0,64.441,269.67993,-21.85,5571.0,50.0,84.578545,275.12808,20248.0,17.0,59.3293,18.0686,9.720019,13.679986,19.43996,22.320034,64.439995,0.3599743,84.240005,-7.5598354
2024-12-01 03:00:00+00:00,4.85,87.0,0.0,1015.6,1012.3375,16.575644,214.3804,4.4,126.0,29.407835,219.53612,1.5,1449.0,99.0,68.05524,268.7876,-22.25,5568.0,56.0,86.59178,273.814,20245.0,17.5,59.3293,18.0686,9.360013,13.67999,18.719984,22.680014,68.04,1.4399816,86.4,-5.7598953
2024-12-01 04:00:00+00:00,5.25,89.0,0.0,1015.2,1011.93665,16.992609,216.38445,4.8,123.0,29.871325,220.60121,2.55,1447.0,92.0,67.021904,267.53723,-22.45,5565.0,61.0,87.905624,275.64044,20242.0,17.5,59.3293,18.0686,10.080022,13.679982,19.439964,22.680033,66.96,2.8799503,87.48001,-8.639852
2024-12-01 05:00:00+00:00,5.75,89.0,0.0,1014.9,1011.636,17.935081,218.48022,5.25,121.0,31.581665,223.1524,4.1,1445.0,81.0,64.22545,266.14328,-22.55,5563.0,66.0,88.89886,278.85193,20239.0,17.2,59.3293,18.0686,11.160006,14.039993,21.600004,23.039995,64.08,4.3199244,87.84001,-13.679879
2024-12-01 06:00:00+00:00,6.15,90.0,0.0,1014.6,1011.43555,18.626305,221.08165,5.65,119.0,32.32992,224.54892,5.1,1444.0,73.0,62.12478,265.34674,-22.45,5563.0,69.0,89.59372,281.35504,20238.0,16.9,59.3293,18.0686,12.239976,14.040022,22.68002,23.039976,61.920006,5.039912,87.84001,-17.639914
2024-12-01 07:00:00+00:00,6.55,90.0,0.0,1014.4,1011.33527,18.899143,220.36446,5.95,118.0,32.32992,224.54892,4.8,1444.0,73.0,62.096615,265.6778,-22.05,5567.0,70.0,89.8126,282.03058,20241.0,16.3,59.3293,18.0686,12.23998,14.400018,22.68002,23.039976,61.920013,4.6799145,87.84,-18.719984
2024-12-01 08:00:00+00:00,6.9,90.0,0.0,1014.4,1011.2351,19.174856,219.6678,6.25,118.0,31.828968,223.62523,3.9,1444.0,76.0,62.723732,267.03912,-21.5,5574.0,70.0,89.73826,281.80576,20245.0,15.6,59.3293,18.0686,12.239988,14.760007,21.960026,23.039976,62.64,3.2399454,87.840004,-18.359957
2024-12-01 09:00:00+00:00,7.25,89.0,0.0,1014.2,1011.1349,19.174856,219.6678,6.55,117.0,31.319998,223.60289,3.5,1444.0,75.0,63.745422,268.38193,-21.0,5579.0,71.0,88.607544,281.72076,20248.0,15.6,59.3293,18.0686,12.239988,14.760007,21.600027,22.67997,63.720005,1.7999742,86.76001,-17.999935
2024-12-01 10:00:00+00:00,7.75,88.0,0.0,1013.9,1010.83417,18.864824,221.90585,7.05,114.0,30.551254,225.95474,4.15,1442.0,65.0,65.52099,270.3148,-20.65,5582.0,77.0,85.71478,281.87625,20248.0,16.9,59.3293,18.0686,12.5999775,14.04002,21.959963,21.240036,65.52,-0.359979,83.880005,-17.639982
2024-12-01 11:00:00+00:00,8.2,87.0,0.0,1013.5,1010.43335,18.335276,226.5911,7.55,111.0,29.598919,228.94528,5.25,1440.0,51.0,68.08665,272.12103,-20.4,5584.0,84.0,81.76677,282.20044,20247.0,18.8,59.3293,18.0686,13.319987,12.600012,22.32003,19.439964,68.04,-2.5199096,79.920006,-17.27996
2024-12-01 12:00:00+00:00,8.5,87.0,0.0,1013.2,1010.1327,18.11841,229.02835,7.95,108.0,28.90107,230.55997,6.15,1438.0,43.0,69.5555,272.66983,-20.2,5585.0,85.0,79.35694,281.5138,20244.0,20.1,59.3293,18.0686,13.6800165,11.879981,22.320007,18.359987,69.479996,-3.239939,77.76002,-15.839942
2024-12-01 13:00:00+00:00,8.5,88.0,0.0,1012.9,1009.832,17.581125,227.4896,8.1,106.0,28.312117,228.60857,6.45,1438.0,49.0,68.76848,270.89984,-20.1,5587.0,76.0,81.0224,279.46225,20240.0,20.0,59.3293,18.0686,12.960007,11.879992,21.240028,18.719965,68.759995,-1.0799727,79.92002,-13.319892
2024-12-01 14:00:00+00:00,8.35,90.0,0.0,1012.7,1009.6316,17.072504,222.43619,8.1,105.0,28.001427,224.9999,6.5,1438.0,61.0,67.38158,267.55038,-20.1,5588.0,62.0,84.0837,276.6381,20235.0,19.2,59.3293,18.0686,11.51999,12.600008,19.79996,19.80004,67.32,2.879933,83.52002,-9.719878
2024-12-01 15:00:00+00:00,8.25,91.0,0.0,1012.5,1009.4311,17.148247,219.0355,8.1,103.0,28.28464,222.4208,6.6,1438.0,70.0,67.20729,265.08353,-20.05,5589.0,49.0,85.898285,274.08554,20231.0,18.4,59.3293,18.0686,10.799998,13.320002,19.079983,20.880016,66.960014,5.7598987,85.68,-6.119895
2024-12-01 16:00:00+00:00,8.45,91.0,0.0,1012.3,1009.13043,18.161278,219.3693,8.2,101.0,29.301876,222.5104,6.95,1437.0,71.0,70.10763,264.99213,-19.95,5590.0,38.0,83.54793,271.4814,20228.0,18.0,59.3293,18.0686,11.519995,14.040005,19.799984,21.600014,69.84001,6.119871,83.520004,-2.1599371
2024-12-01 17:00:00+00:00,8.65,90.0,0.0,1012.0,1008.8298,19.134262,221.18582,8.3,99.0,30.551254,224.04526,7.35,1435.0,68.0,74.71539,265.85544,-19.9,5590.0,27.0,79.58931,268.4449,20224.0,17.6,59.3293,18.0686,12.599971,14.400025,21.240038,21.959963,74.520004,5.3999143,79.56,2.1599507
2024-12-01 18:00:00+00:00,8.8,89.0,0.0,1011.8,1008.62933,20.12461,222.82524,8.35,97.0,31.311722,224.53424,7.65,1433.0,64.0,77.701645,264.94986,-19.8,5590.0,22.0,77.64157,265.47913,20222.0,17.1,59.3293,18.0686,13.679994,14.760005,21.96002,22.319979,77.40001,6.8398695,77.4,6.119886
2024-12-01 19:00:00+00:00,8.85,89.0,0.0,1011.6,1008.4289,20.371038,223.56796,8.35,96.0,31.056128,224.9999,7.8,1432.0,61.0,78.77422,260.79602,-19.7,5589.0,25.0,79.751175,263.26004,20221.0,16.6,59.3293,18.0686,14.040015,14.759985,21.959953,21.960043,77.76002,12.599917,79.20002,9.359888
2024-12-01 20:00:00+00:00,8.75,88.0,0.0,1011.5,1008.3286,19.862083,223.53127,8.3,94.0,30.037897,224.9999,7.8,1430.0,57.0,79.37816,255.01831,-19.65,5587.0,32.0,83.64792,261.8351,20220.0,15.9,59.3293,18.0686,13.680014,14.399985,21.239958,21.240044,76.67998,20.520079,82.80002,11.879876
2024-12-01 21:00:00+00:00,8.55,88.0,0.0,1011.2,1008.12823,19.35314,223.49261,8.15,92.0,28.766228,224.49303,7.8,1428.0,53.0,79.937836,250.2593,-19.7,5584.0,41.0,86.358734,259.67386,20218.0,15.3,59.3293,18.0686,13.320012,14.0399885,20.160015,20.519981,75.239944,27.000149,84.96001,15.479914
2024-12-01 22:00:00+00:00,8.3,88.0,0.0,1010.8,1007.72736,18.35647,221.82008,7.9,89.0,27.248455,223.39404,7.75,1425.0,50.0,79.50867,246.80139,-20.0,5580.0,50.0,87.05303,256.366,20215.0,14.5,59.3293,18.0686,12.239978,13.68002,18.720013,19.799984,73.07999,31.320011,84.59998,20.52006
2024-12-01 23:00:00+00:00,7.9,89.0,0.0,1010.3,1007.2262,17.654688,219.20718,7.55,85.0,25.772078,221.03525,7.6,1420.0,47.0,78.08764,244.02565,-20.45,5576.0,60.0,87.32282,252.23724,20211.0,13.7,59.3293,18.0686,11.159993,13.680005,16.919966,19.44003,70.20001,34.19996,83.15996,26.640123
2024-12-02 00:00:00+00:00,7.5,89.0,0.0,1009.8,1006.62494,17.208603,217.34943,7.2,80.0,24.29133,219.5881,7.45,1415.0,45.0,76.82858,241.75389,-20.65,5570.0,70.0,87.77653,248.59126,20207.0,13.1,59.3293,18.0686,10.440017,13.679988,15.479992,18.720005,67.68005,36.359886,81.71996,32.040077
2024-12-02 01:00:00+00:00,7.05,89.0,0.0,1009.2,1005.92334,17.49615,216.6342,6.8,75.0,23.051247,218.65984,7.2,1408.0,41.0,76.08871,240.5242,-20.45,5563.0,81.0,88.16473,246.15628,20202.0,12.7,59.3293,18.0686,10.440022,14.039985,14.400007,17.999994,66.24007,37.439888,80.63999,35.64001
2024-12-02 02:00:00+00:00,6.55,90.0,0.0,1008.4,1005.2218,18.289274,216.1933,6.35,69.0,22.039528,218.36752,6.9,1400.0,37.0,75.150375,240.11903,-20.05,5556.0,92.0,88.55194,243.95586,20196.0,12.6,59.3293,18.0686,10.800022,14.759981,13.680013,17.279991,65.160065,37.439884,79.56003,38.879917
2024-12-02 03:00:00+00:00,6.2,90.0,0.0,1007.8,1004.6205,18.79255,216.43095,6.05,64.0,21.028437,218.04709,6.6,1393.0,39.0,75.150375,240.11903,-19.75,5548.0,98.0,90.50832,242.00804,20192.0,13.3,59.3293,18.0686,11.160023,15.11998,12.960011,16.559992,65.160065,37.439884,79.92006,42.47989
2024-12-02 04:00:00+00:00,6.2,90.0,0.0,1007.2,1004.0191,18.79255,216.43095,6.05,59.0,19.513195,217.50421,6.3,1387.0,53.0,77.66077,241.17767,-19.7,5540.0,96.0,96.583374,240.2817,20188.0,15.9,59.3293,18.0686,11.160023,15.11998,11.880015,15.479987,68.04006,37.439884,83.88006,47.879887
2024-12-02 05:00:00+00:00,6.35,89.0,0.0,1006.7,1003.6183,18.581022,215.53777,6.15,55.0,18.289274,216.1933,6.05,1382.0,73.0,81.47222,242.64246,-19.75,5531.0,89.0,103.846115,238.90005,20185.0,19.3,59.3293,18.0686,10.800022,15.119983,10.800022,14.759981,72.36005,37.439907,88.92005,53.63991
2024-12-02 06:00:00+00:00,6.2,88.0,0.0,1006.5,1003.41785,18.671474,213.9965,6.05,53.0,17.873556,214.33028,5.9,1380.0,84.0,83.436165,241.66585,-19.75,5527.0,80.0,107.03569,236.5237,20186.0,20.9,59.3293,18.0686,10.440012,15.479991,10.080013,14.759992,73.440056,39.599903,89.27995,59.040054
2024-12-02 07:00:00+00:00,5.55,86.0,0.0,1006.9,1003.81866,19.513195,209.8759,5.45,56.0,19.513195,209.8759,6.0,1383.0,78.0,82.27319,236.24036,-19.65,5531.0,68.0,101.70685,231.46686,20193.0,18.7,59.3293,18.0686,9.719971,16.920015,9.719971,16.920015,68.399956,45.720066,79.559975,63.360027
2024-12-02 08:00:00+00:00,4.6,84.0,0.0,1007.6,1004.42004,20.291357,205.2011,4.6,62.0,22.226902,204.90474,6.2,1390.0,63.0,80.57086,228.26025,-19.55,5538.0,54.0,92.92255,224.21527,20203.0,14.8,59.3293,18.0686,8.63999,18.360003,9.359987,20.160006,60.120083,53.639904,64.80011,66.59989
2024-12-02 09:00:00+00:00,4.0,82.0,0.0,1008.0,1004.82086,20.991426,202.1664,4.05,66.0,23.73271,202.28563,6.25,1393.0,53.0,80.254166,222.63672,-19.55,5542.0,48.0,87.876144,218.5132,20210.0,12.3,59.3293,18.0686,7.920018,19.439991,9.000014,21.959993,54.359966,59.04003,54.720028,68.75999
2024-12-02 10:00:00+00:00,4.05,81.0,0.0,1007.8,1004.6205,20.65848,202.5431,4.05,64.0,23.068108,202.9638,6.1,1390.0,55.0,80.78531,222.2908,-19.7,5537.0,56.0,87.55699,217.48248,20212.0,13.0,59.3293,18.0686,7.920013,19.079994,9.000014,21.239994,54.359932,59.76005,53.28008,69.47992
2024-12-02 11:00:00+00:00,4.45,80.0,0.0,1007.3,1004.1194,20.140705,204.27443,4.35,61.0,21.096123,205.25313,5.75,1384.0,63.0,80.95119,224.6397,-19.95,5528.0,71.0,89.28653,219.27313,20210.0,15.2,59.3293,18.0686,8.279996,18.36,8.999988,19.080006,56.880035,57.599968,56.519966,69.120026
2024-12-02 12:00:00+00:00,4.75,80.0,0.0,1006.9,1003.71844,19.319628,206.56499,4.6,57.0,19.483284,207.51192,5.3,1379.0,68.0,79.74548,227.37836,-20.25,5519.0,83.0,90.04966,221.27202,20209.0,16.8,59.3293,18.0686,8.639981,17.28001,8.999972,17.280012,58.68002,53.999977,59.39987,67.68011
2024-12-02 13:00:00+00:00,4.95,80.0,0.0,1006.7,1003.518,18.514643,206.56499,4.75,55.0,18.359999,208.07239,4.65,1375.0,68.0,75.63942,230.01991,-20.55,5510.0,86.0,88.622894,223.35406,20208.0,16.9,59.3293,18.0686,8.279982,16.560009,8.63997,16.200014,57.960037,48.599957,60.84003,64.43996
2024-12-02 14:00:00+00:00,5.05,81.0,0.0,1006.5,1003.31757,18.03237,206.05344,4.95,53.0,17.068707,207.64589,3.85,1372.0,65.0,69.77038,233.60303,-20.95,5501.0,86.0,86.555855,225.67395,20206.0,16.3,59.3293,18.0686,7.919982,16.200006,7.919977,15.120009,56.159924,41.400105,61.9199,60.480095
2024-12-02 15:00:00+00:00,5.15,82.0,0.0,1006.3,1003.21735,17.22742,206.02953,5.1,52.0,16.263872,207.69939,3.05,1369.0,63.0,64.223434,237.82443,-21.3,5492.0,85.0,84.90583,228.26569,20205.0,15.6,59.3293,18.0686,7.5599833,15.48001,7.5599775,14.40001,54.36002,34.19997,63.3601,56.51989
2024-12-02 16:00:00+00:00,5.3,83.0,0.0,1006.2,1003.1172,16.42247,206.0033,5.25,51.0,15.459054,207.75845,2.25,1367.0,61.0,58.769375,242.6502,-21.7,5483.0,84.0,83.38489,230.60619,20204.0,14.8,59.3293,18.0686,7.1999874,14.760003,7.1999784,13.68001,52.200035,26.999928,64.44,52.91999
2024-12-02 17:00:00+00:00,5.35,85.0,0.0,1006.1,1003.0169,15.941944,205.40767,5.35,50.0,14.48972,206.56499,1.4,1365.0,59.0,53.683468,248.76932,-22.1,5473.0,81.0,82.51228,232.98003,20203.0,14.0,59.3293,18.0686,6.8399873,14.400005,6.4799857,12.960007,50.03997,19.440063,65.87992,49.68011
2024-12-02 18:00:00+00:00,5.45,86.0,0.0,1006.0,1002.9167,15.463246,204.77512,5.5,49.0,14.007655,205.90645,0.65,1363.0,59.0,50.142193,254.16754,-22.5,5465.0,81.0,83.241,233.97253,20202.0,13.4,59.3293,18.0686,6.4799924,14.040003,6.119987,12.600006,48.239975,13.68006,67.319916,48.960114
2024-12-02 19:00:00+00:00,5.6,87.0,0.0,1005.9,1002.81647,15.7908325,204.22774,5.65,48.0,13.854155,204.56715,0.05,1362.0,63.0,48.22522,257.93512,-22.85,5458.0,84.0,86.61648,232.9395,20202.0,13.3,59.3293,18.0686,6.479998,14.400001,5.759997,12.600001,47.16,10.079989,69.11992,52.20011
2024-12-02 20:00:00+00:00,5.75,87.0,0.0,1005.8,1002.71625,16.1198,203.70265,5.8,47.0,14.512064,203.38524,-0.5,1361.0,69.0,47.110508,260.3218,-23.15,5451.0,88.0,91.87056,230.88437,20203.0,13.5,59.3293,18.0686,6.48,14.759999,5.760003,13.319999,46.44001,7.9199395,71.27999,57.960007
2024-12-02 21:00:00+00:00,5.85,88.0,0.0,1005.7,1002.616,16.45007,203.19861,5.9,47.0,14.512064,203.38524,-0.95,1360.0,76.0,45.770996,262.3161,-23.45,5445.0,92.0,97.46629,228.8938,20203.0,13.8,59.3293,18.0686,6.480004,15.119998,5.760003,13.319999,45.36001,6.1199408,73.44009,64.07989
2024-12-02 22:00:00+00:00,5.95,89.0,0.0,1005.7,1002.616,16.1198,203.70265,5.95,47.0,14.039999,202.6199,-1.4,1360.0,83.0,44.208233,263.4538,-23.85,5438.0,95.0,103.14926,226.83847,20203.0,14.0,59.3293,18.0686,6.48,14.759999,5.400007,12.959996,43.920006,5.0399427,75.23996,70.560036
